timestamp,consumption_kwh,temperature_c,humidity_pct
2022-01-03 13:00:00,270.7,15.62,60.3
2022-01-03 14:00:00,276.51,13.84,58.8
2022-01-03 15:00:00,285.63,13.07,59.2
2022-01-03 16:00:00,291.88,15.25,56.2
2022-01-03 17:00:00,308.58,15.1,68.1
2022-01-03 18:00:00,333.36,11.93,54.0
2022-01-03 19:00:00,343.31,12.5,59.2
2022-01-03 20:00:00,354.94,10.58,58.7
2022-01-03 21:00:00,362.76,8.24,63.2
2022-01-03 22:00:00,347.25,9.11,63.6
2022-01-03 23:00:00,324.48,10.48,57.9
2022-01-04 00:00:00,288.46,8.0,59.2
2022-01-04 01:00:00,275.36,10.54,59.4
2022-01-04 02:00:00,306.77,5.0,46.4
2022-01-04 03:00:00,275.69,10.46,49.8
2022-01-04 04:00:00,279.79,10.18,54.7
2022-01-04 05:00:00,283.28,10.57,55.0
2022-01-04 06:00:00,286.86,12.19,51.8
2022-01-04 07:00:00,313.09,10.11,61.5
2022-01-04 08:00:00,314.26,13.72,57.8
2022-01-04 09:00:00,495.53,15.42,56.7
2022-01-04 10:00:00,305.62,17.73,51.5
2022-01-04 11:00:00,295.06,15.14,57.5
2022-01-04 12:00:00,280.48,14.84,44.6
2022-01-04 13:00:00,272.32,15.16,57.0
2022-01-04 14:00:00,268.09,16.89,58.1
2022-01-04 15:00:00,277.93,15.37,59.0
2022-01-04 16:00:00,297.58,13.26,49.9
2022-01-04 17:00:00,311.3,13.86,58.9
2022-01-04 18:00:00,332.46,12.2,52.6
2022-01-04 19:00:00,717.64,12.47,53.7
2022-01-04 20:00:00,363.24,9.0,61.4
2022-01-04 21:00:00,360.15,8.73,67.8
2022-01-04 22:00:00,351.54,8.0,58.0
2022-01-04 23:00:00,348.54,5.99,53.7
2022-01-05 00:00:00,284.2,8.52,58.4
2022-01-05 01:00:00,284.63,8.6,62.1
2022-01-05 02:00:00,283.78,8.62,60.5
2022-01-05 03:00:00,282.77,8.89,71.1
2022-01-05 04:00:00,290.75,7.95,53.8
2022-01-05 05:00:00,283.24,10.41,58.7
2022-01-05 06:00:00,290.51,11.56,65.2
2022-01-05 07:00:00,304.47,11.91,64.9
2022-01-05 08:00:00,314.18,13.83,47.7
2022-01-05 09:00:00,317.22,15.51,57.4
2022-01-05 10:00:00,303.4,18.37,64.8
2022-01-05 11:00:00,292.81,16.2,71.9
2022-01-05 12:00:00,275.43,16.46,60.9
2022-01-05 13:00:00,269.43,15.83,55.6
2022-01-05 14:00:00,278.15,12.66,52.4
2022-01-05 15:00:00,278.94,14.86,68.5
2022-01-05 16:00:00,292.76,14.17,61.1
2022-01-05 17:00:00,303.07,16.81,53.2
2022-01-05 18:00:00,332.52,11.79,56.4
2022-01-05 19:00:00,345.48,11.49,59.0
2022-01-05 20:00:00,357.08,10.02,60.1
2022-01-05 21:00:00,365.59,7.49,52.9
2022-01-05 22:00:00,339.8,10.33,54.4
2022-01-05 23:00:00,328.35,9.34,49.2
2022-01-06 00:00:00,279.29,9.29,62.3
2022-01-06 01:00:00,293.13,6.87,55.4
2022-01-06 02:00:00,272.25,10.74,59.4
2022-01-06 03:00:00,292.21,7.17,64.2
2022-01-06 04:00:00,274.72,10.98,58.2
2022-01-06 05:00:00,267.46,14.35,56.5
2022-01-06 06:00:00,293.09,10.62,58.1
2022-01-06 07:00:00,301.71,12.29,57.4
2022-01-06 08:00:00,312.12,14.25,63.3
2022-01-06 09:00:00,319.59,14.17,58.6
2022-01-06 10:00:00,316.72,13.24,54.4
2022-01-06 11:00:00,291.39,16.07,62.3
2022-01-06 12:00:00,279.26,14.51,63.2
2022-01-06 13:00:00,265.92,16.68,50.4
2022-01-06 14:00:00,272.71,14.19,64.7
2022-01-06 15:00:00,271.45,17.25,58.9
2022-01-06 16:00:00,297.34,12.93,58.5
2022-01-06 17:00:00,312.62,12.65,62.1
2022-01-06 18:00:00,326.71,13.32,54.2
2022-01-06 19:00:00,355.17,9.22,61.9
2022-01-06 20:00:00,354.85,10.44,55.2
2022-01-06 21:00:00,346.08,11.23,49.7
2022-01-06 22:00:00,360.94,6.23,52.1
2022-01-06 23:00:00,332.52,8.51,59.9
2022-01-07 00:00:00,282.43,8.52,52.0
2022-01-07 01:00:00,278.44,9.44,64.8
2022-01-07 02:00:00,292.61,6.81,62.7
2022-01-07 03:00:00,290.04,7.32,63.4
2022-01-07 04:00:00,273.75,10.91,57.4
2022-01-07 05:00:00,276.05,11.54,58.0
2022-01-07 06:00:00,283.99,12.51,50.8
2022-01-07 07:00:00,296.97,13.69,61.7
2022-01-07 08:00:00,314.27,13.11,58.6
2022-01-07 09:00:00,316.19,15.31,59.6
2022-01-07 10:00:00,307.37,16.03,65.2
2022-01-07 11:00:00,292.99,14.92,53.7
2022-01-07 12:00:00,269.27,18.93,56.1
2022-01-07 13:00:00,265.99,16.71,58.4
2022-01-07 14:00:00,273.85,13.81,52.1
2022-01-07 15:00:00,274.85,15.94,55.8
2022-01-07 16:00:00,296.33,12.67,59.2
2022-01-07 17:00:00,307.79,14.35,55.1
2022-01-07 18:00:00,323.49,13.87,63.3
2022-01-07 19:00:00,351.83,9.86,49.2
2022-01-07 20:00:00,348.44,11.58,62.4
2022-01-07 21:00:00,352.26,9.92,60.0
2022-01-07 22:00:00,339.98,9.9,53.9
2022-01-07 23:00:00,319.02,11.11,52.1
2022-01-08 00:00:00,256.11,7.8,46.0
2022-01-08 01:00:00,259.22,7.17,52.4
2022-01-08 02:00:00,257.66,7.37,61.6
2022-01-08 03:00:00,255.05,8.11,56.1
2022-01-08 04:00:00,246.31,10.05,62.2
2022-01-08 05:00:00,245.55,11.64,53.3
2022-01-08 06:00:00,253.1,12.58,59.9
2022-01-08 07:00:00,263.68,14.44,52.8
2022-01-08 08:00:00,280.47,14.18,51.6
2022-01-08 09:00:00,281.08,17.17,55.9
2022-01-08 10:00:00,278.45,15.23,53.1
2022-01-08 11:00:00,253.22,20.11,48.7
2022-01-08 12:00:00,243.44,17.1,55.5
2022-01-08 13:00:00,392.41,14.74,56.9
2022-01-08 14:00:00,241.34,14.02,62.7
2022-01-08 15:00:00,243.93,15.72,61.1
2022-01-08 16:00:00,261.44,13.83,62.5
2022-01-08 17:00:00,276.99,14.27,60.0
2022-01-08 18:00:00,297.06,12.87,58.1
2022-01-08 19:00:00,315.96,11.02,50.3
2022-01-08 20:00:00,330.42,8.89,57.2
2022-01-08 21:00:00,336.73,7.06,59.4
2022-01-08 22:00:00,318.76,8.03,63.7
2022-01-08 23:00:00,295.35,9.59,59.8
2022-01-09 00:00:00,250.93,8.52,62.3
2022-01-09 01:00:00,263.18,6.47,50.9
2022-01-09 02:00:00,249.17,9.0,54.4
2022-01-09 03:00:00,243.27,9.95,58.2
2022-01-09 04:00:00,251.77,8.88,61.9
2022-01-09 05:00:00,245.68,11.4,55.3
2022-01-09 06:00:00,253.3,12.29,55.7
2022-01-09 07:00:00,273.13,11.52,59.5
2022-01-09 08:00:00,278.82,14.74,50.4
2022-01-09 09:00:00,282.26,15.87,64.1
2022-01-09 10:00:00,272.1,17.29,51.7
2022-01-09 11:00:00,256.68,17.65,46.5
2022-01-09 12:00:00,249.67,14.14,56.1
2022-01-09 13:00:00,238.86,14.66,64.6
2022-01-09 14:00:00,234.61,16.44,59.0
2022-01-09 15:00:00,243.73,15.8,59.8
2022-01-09 16:00:00,257.91,14.97,56.3
2022-01-09 17:00:00,265.59,19.02,55.3
2022-01-09 18:00:00,295.29,13.06,48.3
2022-01-09 19:00:00,307.19,12.87,44.8
2022-01-09 20:00:00,316.75,11.63,57.0
2022-01-09 21:00:00,317.34,10.35,62.6
2022-01-09 22:00:00,316.98,8.26,57.8
2022-01-09 23:00:00,294.85,9.48,59.2
2022-01-10 00:00:00,288.51,7.08,63.6
2022-01-10 01:00:00,282.67,8.02,57.4
2022-01-10 02:00:00,283.3,8.05,55.1
2022-01-10 03:00:00,275.94,9.54,51.6
2022-01-10 04:00:00,260.14,13.72,65.8
2022-01-10 05:00:00,288.49,8.41,58.4
2022-01-10 06:00:00,278.11,13.27,51.0
2022-01-10 07:00:00,305.28,10.86,49.9
2022-01-10 08:00:00,311.65,13.54,62.0
2022-01-10 09:00:00,310.86,16.7,50.5
2022-01-10 10:00:00,305.1,15.8,65.0
2022-01-10 11:00:00,291.97,14.49,41.9
2022-01-10 12:00:00,275.18,15.17,62.8
2022-01-10 13:00:00,262.96,17.13,58.2
2022-01-10 14:00:00,268.23,14.61,56.3
2022-01-10 15:00:00,274.1,15.4,54.9
2022-01-10 16:00:00,289.12,14.31,65.2
2022-01-10 17:00:00,311.87,12.3,59.3
2022-01-10 18:00:00,317.78,15.46,51.2
2022-01-10 19:00:00,338.36,12.16,47.1
2022-01-10 20:00:00,368.42,7.21,56.6
2022-01-10 21:00:00,350.1,9.69,55.7
2022-01-10 22:00:00,348.19,7.79,48.1
2022-01-10 23:00:00,323.12,9.66,55.5
2022-01-11 00:00:00,288.66,7.1,52.5
2022-01-11 01:00:00,281.88,8.25,55.4
2022-01-11 02:00:00,273.39,9.58,59.0
2022-01-11 03:00:00,268.93,10.76,62.9
2022-01-11 04:00:00,283.01,8.49,59.9
2022-01-11 05:00:00,276.79,10.75,51.8
2022-01-11 06:00:00,284.57,11.58,57.2
2022-01-11 07:00:00,297.66,12.34,55.7
2022-01-11 08:00:00,301.11,16.94,48.7
2022-01-11 09:00:00,310.69,15.72,57.4
2022-01-11 10:00:00,309.08,13.86,64.7
2022-01-11 11:00:00,284.04,17.53,55.6
2022-01-11 12:00:00,265.96,19.47,47.4
2022-01-11 13:00:00,260.07,17.7,55.5
2022-01-11 14:00:00,270.96,13.47,49.3
2022-01-11 15:00:00,276.09,14.39,59.7
2022-01-11 16:00:00,282.7,16.19,58.0
2022-01-11 17:00:00,311.62,12.26,54.5
2022-01-11 18:00:00,323.56,12.95,53.7
2022-01-11 19:00:00,337.64,12.41,54.3
2022-01-11 20:00:00,357.94,8.9,55.4
2022-01-11 21:00:00,350.51,9.37,51.5
2022-01-11 22:00:00,365.07,5.0,48.5
2022-01-11 23:00:00,337.32,6.89,61.1
2022-01-12 00:00:00,282.17,7.96,53.1
2022-01-12 01:00:00,289.92,6.6,55.9
2022-01-12 02:00:00,265.11,11.32,56.5
2022-01-12 03:00:00,286.12,7.36,56.7
2022-01-12 04:00:00,275.72,9.68,49.2
2022-01-12 05:00:00,273.69,11.5,46.7
2022-01-12 06:00:00,273.31,14.5,52.1
2022-01-12 07:00:00,302.19,11.22,57.0
2022-01-12 08:00:00,302.74,16.08,51.4
2022-01-12 09:00:00,311.47,15.18,53.3
2022-01-12 10:00:00,306.74,14.33,65.7
2022-01-12 11:00:00,284.88,16.89,45.8
2022-01-12 12:00:00,270.61,16.64,51.3
2022-01-12 13:00:00,265.53,15.3,64.5
2022-01-12 14:00:00,262.54,15.91,54.8
2022-01-12 15:00:00,274.48,14.59,51.5
2022-01-12 16:00:00,285.76,14.51,60.9
2022-01-12 17:00:00,302.97,14.37,55.3
2022-01-12 18:00:00,317.42,14.72,53.3
2022-01-12 19:00:00,348.92,9.44,56.0
2022-01-12 20:00:00,337.38,13.54,51.8
2022-01-12 21:00:00,366.68,6.58,50.0
2022-01-12 22:00:00,342.24,8.64,54.5
2022-01-12 23:00:00,323.11,9.36,50.0
2022-01-13 00:00:00,277.27,8.81,54.8
2022-01-13 01:00:00,282.7,7.59,56.5
2022-01-13 02:00:00,277.14,8.61,59.0
2022-01-13 03:00:00,276.69,8.82,60.4
2022-01-13 04:00:00,275.58,9.51,52.7
2022-01-13 05:00:00,267.41,12.63,57.2
2022-01-13 06:00:00,277.38,12.92,57.2
2022-01-13 07:00:00,296.44,12.39,56.4
2022-01-13 08:00:00,302.25,15.74,52.3
2022-01-13 09:00:00,309.55,15.68,49.6
2022-01-13 10:00:00,299.44,17.07,57.2
2022-01-13 11:00:00,283.22,17.2,46.2
2022-01-13 12:00:00,271.91,15.15,53.4
2022-01-13 13:00:00,263.65,15.41,42.0
2022-01-13 14:00:00,259.29,16.97,48.0
2022-01-13 15:00:00,269.58,16.13,50.3
2022-01-13 16:00:00,286.13,14.36,60.2
2022-01-13 17:00:00,304.3,13.6,58.2
2022-01-13 18:00:00,317.42,14.31,52.0
2022-01-13 19:00:00,343.86,10.47,58.4
2022-01-13 20:00:00,345.64,11.21,59.2
2022-01-13 21:00:00,349.2,9.26,53.9
2022-01-13 22:00:00,340.9,8.6,47.8
2022-01-13 23:00:00,318.26,10.17,53.7
2022-01-14 00:00:00,270.95,9.68,53.9
2022-01-14 01:00:00,270.82,9.8,48.2
2022-01-14 02:00:00,265.82,10.94,56.2
2022-01-14 03:00:00,271.5,9.65,55.8
2022-01-14 04:00:00,265.98,11.47,56.6
2022-01-14 05:00:00,272.92,10.94,55.8
2022-01-14 06:00:00,276.82,12.93,58.0
2022-01-14 07:00:00,291.84,13.29,53.5
2022-01-14 08:00:00,304.88,14.59,55.4
2022-01-14 09:00:00,307.75,16.17,52.4
2022-01-14 10:00:00,304.29,14.68,51.5
2022-01-14 11:00:00,278.78,19.45,61.1
2022-01-14 12:00:00,272.98,14.94,44.2
2022-01-14 13:00:00,265.3,14.49,58.8
2022-01-14 14:00:00,258.63,17.65,51.3
2022-01-14 15:00:00,267.34,16.46,50.6
2022-01-14 16:00:00,283.31,15.38,55.7
2022-01-14 17:00:00,300.42,14.42,46.9
2022-01-14 18:00:00,324.01,12.43,50.3
2022-01-14 19:00:00,345.11,10.06,50.1
2022-01-14 20:00:00,347.24,10.56,53.3
2022-01-14 21:00:00,351.95,8.6,50.4
2022-01-14 22:00:00,331.99,10.44,62.4
2022-01-14 23:00:00,326.97,8.36,63.4
2022-01-15 00:00:00,253.25,7.27,44.0
2022-01-15 01:00:00,247.32,8.16,56.8
2022-01-15 02:00:00,240.04,9.66,58.4
2022-01-15 03:00:00,244.81,8.83,56.8
2022-01-15 04:00:00,245.26,9.27,50.8
2022-01-15 05:00:00,238.55,11.84,52.8
2022-01-15 06:00:00,245.92,12.87,50.3
2022-01-15 07:00:00,263.12,12.78,52.0
2022-01-15 08:00:00,277.19,13.8,48.0
2022-01-15 09:00:00,278.1,15.68,53.5
2022-01-15 10:00:00,276.82,13.8,46.6
2022-01-15 11:00:00,258.96,14.26,53.1
2022-01-15 12:00:00,240.39,15.43,47.8
2022-01-15 13:00:00,229.99,16.05,55.1
2022-01-15 14:00:00,229.83,16.44,50.7
2022-01-15 15:00:00,234.02,17.55,55.5
2022-01-15 16:00:00,251.11,15.79,59.5
2022-01-15 17:00:00,273.32,13.3,62.0
2022-01-15 18:00:00,292.69,12.48,41.4
2022-01-15 19:00:00,315.64,9.97,49.9
2022-01-15 20:00:00,316.55,10.48,52.6
2022-01-15 21:00:00,318.9,9.24,56.4
2022-01-15 22:00:00,305.57,9.53,45.8
2022-01-15 23:00:00,300.46,7.4,49.2
2022-01-16 00:00:00,242.93,9.35,54.4
2022-01-16 01:00:00,235.31,11.0,54.2
2022-01-16 02:00:00,245.39,8.94,55.6
2022-01-16 03:00:00,238.79,10.34,56.0
2022-01-16 04:00:00,235.19,11.6,55.4
2022-01-16 05:00:00,243.48,10.93,54.7
2022-01-16 06:00:00,246.95,12.91,54.0
2022-01-16 07:00:00,260.7,13.62,57.1
2022-01-16 08:00:00,274.33,14.72,42.5
2022-01-16 09:00:00,282.3,14.24,61.5
2022-01-16 10:00:00,270.9,16.07,42.7
2022-01-16 11:00:00,252.49,17.18,48.3
2022-01-16 12:00:00,234.42,18.75,52.6
2022-01-16 13:00:00,227.13,17.87,57.1
2022-01-16 14:00:00,225.95,19.26,38.8
2022-01-16 15:00:00,243.34,14.25,53.6
2022-01-16 16:00:00,251.17,15.88,57.7
2022-01-16 17:00:00,271.91,13.88,58.7
2022-01-16 18:00:00,282.33,15.85,50.3
2022-01-16 19:00:00,314.4,10.32,52.2
2022-01-16 20:00:00,323.66,9.31,50.7
2022-01-16 21:00:00,321.35,8.84,51.8
2022-01-16 22:00:00,326.49,5.92,48.6
2022-01-16 23:00:00,299.33,7.92,49.3
2022-01-17 00:00:00,283.44,7.5,55.6
2022-01-17 01:00:00,275.38,9.0,54.1
2022-01-17 02:00:00,271.8,9.68,55.9
2022-01-17 03:00:00,260.42,12.62,54.5
2022-01-17 04:00:00,264.49,12.06,56.9
2022-01-17 05:00:00,275.18,10.74,57.8
2022-01-17 06:00:00,285.03,11.29,44.7
2022-01-17 07:00:00,289.83,14.41,49.1
2022-01-17 08:00:00,312.32,12.66,52.3
2022-01-17 09:00:00,304.79,18.21,53.3
2022-01-17 10:00:00,297.76,17.87,50.1
2022-01-17 11:00:00,286.24,15.8,58.0
2022-01-17 12:00:00,276.03,14.07,63.3
2022-01-17 13:00:00,257.47,18.53,54.3
2022-01-17 14:00:00,262.84,15.93,53.8
2022-01-17 15:00:00,266.37,17.32,57.7
2022-01-17 16:00:00,293.79,12.24,44.1
2022-01-17 17:00:00,307.32,12.77,53.6
2022-01-17 18:00:00,323.34,12.64,58.3
2022-01-17 19:00:00,338.72,11.67,50.2
2022-01-17 20:00:00,350.01,9.96,47.3
2022-01-17 21:00:00,341.66,10.74,52.5
2022-01-17 22:00:00,346.94,7.57,53.1
2022-01-17 23:00:00,326.1,8.56,48.9
2022-01-18 00:00:00,276.36,8.89,63.6
2022-01-18 01:00:00,273.21,9.62,50.7
2022-01-18 02:00:00,270.56,10.31,47.3
2022-01-18 03:00:00,281.71,8.19,52.6
2022-01-18 04:00:00,282.37,8.41,57.6
2022-01-18 05:00:00,265.32,13.59,53.2
2022-01-18 06:00:00,277.04,13.21,55.5
2022-01-18 07:00:00,296.31,12.62,48.7
2022-01-18 08:00:00,300.76,17.03,60.5
2022-01-18 09:00:00,310.32,15.71,55.9
2022-01-18 10:00:00,298.89,17.94,58.3
2022-01-18 11:00:00,286.47,16.67,54.9
2022-01-18 12:00:00,265.32,19.8,57.2
2022-01-18 13:00:00,258.4,19.2,48.7
2022-01-18 14:00:00,262.83,15.8,50.6
2022-01-18 15:00:00,267.86,16.99,59.8
2022-01-18 16:00:00,283.77,15.68,60.9
2022-01-18 17:00:00,298.83,15.8,47.4
2022-01-18 18:00:00,328.7,11.26,54.3
2022-01-18 19:00:00,335.4,12.7,50.9
2022-01-18 20:00:00,342.7,12.29,49.6
2022-01-18 21:00:00,361.91,7.24,54.5
2022-01-18 22:00:00,349.14,7.47,58.8
2022-01-18 23:00:00,343.33,5.78,55.3
2022-01-19 00:00:00,280.61,8.38,51.2
2022-01-19 01:00:00,272.21,9.99,55.3
2022-01-19 02:00:00,265.83,11.57,51.0
2022-01-19 03:00:00,273.08,10.06,54.8
2022-01-19 04:00:00,261.61,13.22,59.7
2022-01-19 05:00:00,281.9,9.68,42.4
2022-01-19 06:00:00,289.77,10.23,56.8
2022-01-19 07:00:00,292.61,13.73,45.1
2022-01-19 08:00:00,305.21,15.36,58.9
2022-01-19 09:00:00,312.2,15.56,49.6
2022-01-19 10:00:00,313.0,13.14,46.7
2022-01-19 11:00:00,286.24,16.51,56.2
2022-01-19 12:00:00,274.7,14.83,54.6
2022-01-19 13:00:00,261.01,17.65,47.8
2022-01-19 14:00:00,261.85,16.8,46.5
2022-01-19 15:00:00,275.39,14.2,51.8
2022-01-19 16:00:00,288.91,14.01,46.7
2022-01-19 17:00:00,310.76,12.23,47.5
2022-01-19 18:00:00,325.46,12.69,53.3
2022-01-19 19:00:00,335.05,13.18,47.9
2022-01-19 20:00:00,355.25,9.3,54.9
2022-01-19 21:00:00,345.26,10.71,60.2
2022-01-19 22:00:00,343.82,8.52,52.0
2022-01-19 23:00:00,333.17,7.73,53.4
2022-01-20 00:00:00,280.26,8.7,62.5
2022-01-20 01:00:00,286.45,7.44,46.5
2022-01-20 02:00:00,280.71,8.57,58.4
2022-01-20 03:00:00,282.55,8.23,57.8
2022-01-20 04:00:00,260.72,13.81,56.7
2022-01-20 05:00:00,272.84,11.88,58.9
2022-01-20 06:00:00,284.92,11.81,53.8
2022-01-20 07:00:00,293.49,14.22,49.5
2022-01-20 08:00:00,308.12,14.69,57.9
2022-01-20 09:00:00,313.06,15.36,58.1
2022-01-20 10:00:00,301.93,17.25,58.0
2022-01-20 11:00:00,283.52,17.86,52.7
2022-01-20 12:00:00,272.65,16.06,48.9
2022-01-20 13:00:00,265.58,15.86,53.4
2022-01-20 14:00:00,265.56,15.91,57.2
2022-01-20 15:00:00,283.51,12.24,57.6
2022-01-20 16:00:00,295.01,12.59,50.3
2022-01-20 17:00:00,299.97,15.95,54.0
2022-01-20 18:00:00,317.5,15.33,45.9
2022-01-20 19:00:00,343.29,11.45,57.4
2022-01-20 20:00:00,345.66,11.72,48.5
2022-01-20 21:00:00,345.99,10.5,56.4
2022-01-20 22:00:00,320.96,14.01,46.7
2022-01-20 23:00:00,319.08,10.68,57.6
2022-01-21 00:00:00,279.43,8.75,53.7
2022-01-21 01:00:00,285.93,7.64,48.2
2022-01-21 02:00:00,290.08,7.07,55.6
2022-01-21 03:00:00,273.16,10.42,49.2
2022-01-21 04:00:00,277.67,9.81,55.9
2022-01-21 05:00:00,282.72,9.77,50.8
2022-01-21 06:00:00,284.86,11.97,43.5
2022-01-21 07:00:00,300.21,12.35,47.2
2022-01-21 08:00:00,302.25,17.47,50.0
2022-01-21 09:00:00,309.86,17.09,59.0
2022-01-21 10:00:00,304.57,16.39,56.6
2022-01-21 11:00:00,283.6,19.03,60.2
2022-01-21 12:00:00,272.96,17.06,60.4
2022-01-21 13:00:00,266.87,15.51,49.5
2022-01-21 14:00:00,260.93,18.69,51.2
2022-01-21 15:00:00,271.38,16.58,50.1
2022-01-21 16:00:00,293.29,13.39,48.8
2022-01-21 17:00:00,306.71,13.69,42.9
2022-01-21 18:00:00,329.73,11.63,52.1
2022-01-21 19:00:00,350.27,9.83,45.7
2022-01-21 20:00:00,344.77,12.33,52.0
2022-01-21 21:00:00,337.58,12.98,62.7
2022-01-21 22:00:00,351.41,7.38,49.6
2022-01-21 23:00:00,322.95,9.92,53.1
2022-01-22 00:00:00,254.39,8.05,56.3
2022-01-22 01:00:00,252.84,8.43,53.2
2022-01-22 02:00:00,251.69,8.67,53.3
2022-01-22 03:00:00,251.24,8.9,50.0
2022-01-22 04:00:00,241.44,11.1,50.7
2022-01-22 05:00:00,248.63,10.75,47.0
2022-01-22 06:00:00,249.91,13.43,56.0
2022-01-22 07:00:00,264.53,13.99,43.1
2022-01-22 08:00:00,278.98,14.67,56.7
2022-01-22 09:00:00,287.29,14.49,44.8
2022-01-22 10:00:00,276.73,15.63,56.6
2022-01-22 11:00:00,257.43,18.02,50.0
2022-01-22 12:00:00,240.86,17.78,45.7
2022-01-22 13:00:00,237.68,15.42,54.7
2022-01-22 14:00:00,235.15,16.64,56.5
2022-01-22 15:00:00,240.72,16.98,49.6
2022-01-22 16:00:00,267.03,12.52,55.4
2022-01-22 17:00:00,274.65,14.88,40.4
2022-01-22 18:00:00,299.55,12.03,45.2
2022-01-22 19:00:00,308.36,12.85,58.3
2022-01-22 20:00:00,325.38,9.88,50.7
2022-01-22 21:00:00,334.31,7.49,42.5
2022-01-22 22:00:00,325.45,7.12,48.3
2022-01-22 23:00:00,296.38,9.24,47.2
2022-01-23 00:00:00,247.17,9.51,50.7
2022-01-23 01:00:00,256.44,7.9,49.6
2022-01-23 02:00:00,241.67,10.61,52.4
2022-01-23 03:00:00,257.93,7.8,51.2
2022-01-23 04:00:00,243.4,11.02,58.3
2022-01-23 05:00:00,252.43,10.26,53.6
2022-01-23 06:00:00,255.36,12.14,53.8
2022-01-23 07:00:00,265.2,14.22,57.3
2022-01-23 08:00:00,283.16,13.83,49.6
2022-01-23 09:00:00,285.57,15.37,45.2
2022-01-23 10:00:00,272.25,18.09,57.5
2022-01-23 11:00:00,260.87,16.11,52.2
2022-01-23 12:00:00,241.95,18.37,52.2
2022-01-23 13:00:00,239.1,15.29,48.3
2022-01-23 14:00:00,234.39,17.38,48.4
2022-01-23 15:00:00,241.04,18.11,55.7
2022-01-23 16:00:00,271.67,11.41,56.4
2022-01-23 17:00:00,281.94,12.96,55.4
2022-01-23 18:00:00,293.24,13.98,55.5
2022-01-23 19:00:00,313.72,11.78,54.3
2022-01-23 20:00:00,318.32,11.67,52.2
2022-01-23 21:00:00,323.9,9.38,50.6
2022-01-23 22:00:00,310.36,9.78,57.6
2022-01-23 23:00:00,299.3,9.02,49.6
2022-01-24 00:00:00,270.85,10.96,53.0
2022-01-24 01:00:00,277.28,9.73,47.2
2022-01-24 02:00:00,275.41,10.25,47.9
2022-01-24 03:00:00,277.82,9.76,50.0
2022-01-24 04:00:00,276.61,10.48,47.2
